address,lat,long,arcgis_address,score,location.x,location.y,extent.xmin,extent.ymin,extent.xmax,extent.ymax
"330 E Commerce St Ste 30, Bridgeton, NJ, 08302-2615",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"821-823 SUMMIT AVE, UNION CITY, NJ, 07087-0799",40.759433014672,-74.0434380220452,"821 Summit Ave, Union City, New Jersey, 07087",99.14,-74.04343802204515,40.759433014672,-74.04443802204516,40.758433014672,-74.04243802204515,40.760433014672
"505 TERRILL RD, FANWOOD, NJ, 07023-1522",40.6331733879613,-74.389117693558,"505 Terrill Rd, Fanwood, New Jersey, 07023",100,-74.389117693558,40.633173387961286,-74.39011769355801,40.63217338796129,-74.388117693558,40.63417338796128
"26 AVE AT PORT IMPERIAL APT 230, WEST NEW YORK, NJ, 07093",40.780121018542,-74.0083360364699,"26 Ave at Port Imperial, Apt 230, West New York, New Jersey, 07093",100,-74.00833603646994,40.78012101854205,-74.00933603646995,40.77912101854205,-74.00733603646994,40.781121018542045
"18 Church Street, LIBERTY CORNER, NJ, 07938",40.665123989184,-74.5792970315457,"18 Church St, Basking Ridge, New Jersey, 07920",99.49,-74.57929703154568,40.66512398918397,-74.58029703154568,40.66412398918397,-74.57829703154567,40.666123989183966
"732 Avenue E, Bayonne, NJ, 07002",40.6790869825888,-74.1017800076407,"732 Avenue E, Bayonne, New Jersey, 07002",100,-74.10178000764073,40.679086982588785,-74.10278000764073,40.67808698258879,-74.10078000764072,40.68008698258878
"14 David Rd, Cedar Grove, NJ, 07009",40.8445687704348,-74.2323855545449,"14 David Rd, Cedar Grove, New Jersey, 07009",100,-74.23238555454486,40.84456877043485,-74.23338555454487,40.84356877043485,-74.23138555454486,40.845568770434845
"26-07 Broadway 26-07 Broadway, Fair Lawn, NJ, 07410-2001",40.9235909958014,-74.1091679847376,"26-07 Broadway, #7, Fair Lawn, New Jersey, 07410",99.53,-74.10916798473762,40.92359099580142,-74.11016798473763,40.92259099580142,-74.10816798473762,40.92459099580142
"590 River Road, EDGEWATER, NJ, 07020-1104",40.8168367094027,-73.9809782017969,"590 River Rd, Edgewater, New Jersey, 07020",100,-73.98097820179694,40.81683670940266,-73.98197820179695,40.81583670940266,-73.97997820179694,40.817836709402656
"243 WHITE HORSE PIKE, Lawnside, NJ, 08045",39.8690303751119,-75.0416499088223,"243 N White Horse Pike, Lawnside, New Jersey, 08045",99.55,-75.04164990882231,39.86903037511191,-75.04264990882231,39.868030375111914,-75.0406499088223,39.87003037511191
"7427 Boulevard East null 7427 Boulevard East null, North Bergen #53, NJ, 07047",40.7942430166501,-73.9993610298258,"7427 Boulevard E, North Bergen, New Jersey, 07047",96.94,-73.9993610298258,40.794243016650086,-74.00036102982581,40.79324301665009,-73.9983610298258,40.79524301665008
"1143 MAIN AVE, CLIFTON, NJ, 07011-2353",40.8752111957168,-74.139580261665,"1143 Main Ave, Clifton, New Jersey, 07011",100,-74.13958026166497,40.875211195716794,-74.14058026166498,40.8742111957168,-74.13858026166497,40.87621119571679
"700 Grand Ave Ste 20 700 Grand Ave Ste 20, Ridgefield, NJ, 07657-1519",40.8394759990459,-74.0071240132708,"700 Grand Ave, Ste 20, Ridgefield, New Jersey, 07657",100,-74.00712401327077,40.839475999045874,-74.00812401327077,40.83847599904587,-74.00612401327076,40.84047599904587
"1275 Rock Ave Apt L10, North Plainfield, NJ, 07060-3547",40.614646994795,-74.4590860393173,"1275 Rock Ave, Apt L10, Plainfield, New Jersey, 07060",100,-74.45908603931734,40.61464699479501,-74.46008603931735,40.61364699479501,-74.45808603931734,40.61564699479501
"166 rt46 west, Little ferry, NJ, 07643",40.8537700830272,-74.0376137515285,"166 US Highway 46, Little Ferry, New Jersey, 07643",97.04,-74.03761375152848,40.85377008302722,-74.03861375152849,40.852770083027224,-74.03661375152848,40.85477008302722
"330 E Commerce St Ste 189, Bridgeton, NJ, 08302-2615",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"440 ridge road, NORTH ARLINGTON, NJ, 07031",40.7942860158134,-74.1286089709627,"440 Ridge Rd, North Arlington, New Jersey, 07031",100,-74.12860897096274,40.794286015813384,-74.12960897096275,40.793286015813386,-74.12760897096274,40.79528601581338
"1214 Boulevard, Seaside Heights, NJ, 08751",39.9459970136853,-74.0727210389789,"1214 Boulevard, Seaside Heights, New Jersey, 08751",100,-74.07272103897888,39.945997013685286,-74.07372103897889,39.94499701368529,-74.07172103897888,39.94699701368528
"330 E COMMERCE ST STE 189, BRIDGETON, NJ, 08302",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"816 St. Marys Ave, Plainfield, NJ, 07062",40.6280390129555,-74.4085119824896,"816 Saint Marys Ave, Plainfield, New Jersey, 07062",100,-74.40851198248961,40.628039012955526,-74.40951198248962,40.62703901295553,-74.40751198248961,40.62903901295552
"816 Saint Marys Ave, Plainfield, NJ, 07062-1628",40.6280390129555,-74.4085119824896,"816 Saint Marys Ave, Plainfield, New Jersey, 07062",100,-74.40851198248961,40.628039012955526,-74.40951198248962,40.62703901295553,-74.40751198248961,40.62903901295552
"616 Kelsey Ave, Perth Amboy, NJ, 08861-1934",40.5401270140615,-74.2769799727374,"616 Kelsey Ave, Perth Amboy, New Jersey, 08861",100,-74.27697997273737,40.54012701406148,-74.27797997273737,40.539127014061485,-74.27597997273736,40.54112701406148
"603 Boulevard, Kenilworth, NJ, 07033-1639",40.6764996172559,-74.2885134332436,"603 Boulevard, Kenilworth, New Jersey, 07033",100,-74.28851343324361,40.67649961725595,-74.28951343324361,40.67549961725595,-74.2875134332436,40.67749961725595
"34-01 Broadway, Fair Lawn, NJ, 07410-2001",40.92522242914,-74.1021217766616,"34-01 Broadway, Fair Lawn, New Jersey, 07410",100,-74.10212177666163,40.92522242913999,-74.10312177666164,40.924222429139995,-74.10112177666163,40.92622242913999
"700 Grand Ave Ste 9, Ridgefield, NJ, 07657-1527",40.8394759990459,-74.0071240132708,"700 Grand Ave, Ste 9, Ridgefield, New Jersey, 07657",100,-74.00712401327077,40.839475999045874,-74.00812401327077,40.83847599904587,-74.00612401327076,40.84047599904587
"4-27 2nd St, Fair Lawn, NJ, 07410-1049",40.9236979907955,-74.1326130061097,"4-27 2nd St, Fair Lawn, New Jersey, 07410",100,-74.13261300610965,40.92369799079546,-74.13361300610966,40.92269799079546,-74.13161300610965,40.92469799079546
"4-01 Summit Ave, Fair Lawn, NJ, 07410",40.9254749961782,-74.1201060331055,"4-01 Summit Ave, Fair Lawn, New Jersey, 07410",100,-74.12010603310546,40.92547499617817,-74.12110603310546,40.92447499617817,-74.11910603310545,40.926474996178165
"23-05 High St Apt D, Fair Lawn, NJ, 07410-6415",40.9405799819811,-74.1200219626166,"23-05 High St, Apt D, Fair Lawn, New Jersey, 07410",100,-74.1200219626166,40.9405799819811,-74.12102196261661,40.939579981981105,-74.1190219626166,40.9415799819811
"496 BOULEVARD, KENILWORTH, NJ, 07033-1649",40.6760157269095,-74.2924354601269,"496 Boulevard, Kenilworth, New Jersey, 07033",100,-74.29243546012694,40.676015726909455,-74.29343546012694,40.67501572690946,-74.29143546012693,40.67701572690945
"26-01 BROADWAY SUITE 205, FAIR LAWN, NJ, 07410",40.9233621386791,-74.109380970406,"26-01 Broadway, Fair Lawn, New Jersey, 07410",100,-74.10938097040598,40.923362138679074,-74.11038097040598,40.92236213867908,-74.10838097040597,40.92436213867907
"360 St. Georges Ave, Rahway, NJ, 07065",40.5969811225073,-74.2905135802525,"360 St Georges Ave, Rahway, New Jersey, 07065",100,-74.29051358025245,40.59698112250733,-74.29151358025246,40.59598112250733,-74.28951358025245,40.59798112250733
"440 Taylor Avenue , Hackensack, NJ, 07601",40.8637470150663,-74.04166902138,"440 Taylor Ave, South Hackensack, New Jersey, 07606",99.49,-74.04166902137997,40.86374701506634,-74.04266902137998,40.86274701506634,-74.04066902137997,40.864747015066335
"100 PARK AVE APT 1710, FORT LEE, NJ, 07024-3801",40.8512280140311,-73.9670069673876,"100 Park Ave, Apt 1710, Fort Lee, New Jersey, 07024",100,-73.96700696738763,40.85122801403108,-73.96800696738764,40.85022801403108,-73.96600696738763,40.85222801403108
"284 State Rt 23, FRANKLIN, NJ, 07416",41.1188919936164,-74.5803015477829,"284 State RT 23, Franklin, New Jersey, 07416",100,-74.58030154778291,41.11889199361639,-74.58130154778291,41.11789199361639,-74.5793015477829,41.119891993616385
"237 Kennedy Rd, Newton, NJ, 07860-6657",40.9719899906646,-74.8199620073754,"237 Kennedy Rd, Newton, New Jersey, 07860",100,-74.81996200737542,40.97198999066464,-74.82096200737543,40.97098999066464,-74.81896200737542,40.97298999066464
"8-47 Cedar Street, Fairlawn, NJ, 07410",40.9419570029443,-74.1367310351397,"8-47 Cedar St, Fair Lawn, New Jersey, 07410",100,-74.13673103513975,40.94195700294429,-74.13773103513975,40.940957002944295,-74.13573103513974,40.94295700294429
"4-10 Second Street, FairLawn, NJ, 07410",40.9229999878085,-74.1320179748032,"4-10 2nd St, Fair Lawn, New Jersey, 07410",100,-74.13201797480323,40.92299998780851,-74.13301797480324,40.92199998780851,-74.13101797480323,40.92399998780851
"24-06 Broadway Suite 2, Fair Lawn, NJ, 07410",40.9225010131125,-74.1107799923563,"24-06 Broadway, Ste 2, Fair Lawn, New Jersey, 07410",100,-74.11077999235633,40.92250101311248,-74.11177999235633,40.92150101311248,-74.10977999235632,40.92350101311248
"415 Palisade Avenue, Union City, NJ, 07087",40.7539208576487,-74.0380347492968,"415 Palisade Ave, Union City, New Jersey, 07087",100,-74.03803474929677,40.75392085764868,-74.03903474929677,40.75292085764868,-74.03703474929677,40.75492085764868
"26-07 BROADWAY, FAIR LAWN, NJ, 07410-3832",40.9235909958014,-74.1091679847376,"26-07 Broadway, Fair Lawn, New Jersey, 07410",100,-74.10916798473762,40.92359099580142,-74.11016798473763,40.92259099580142,-74.10816798473762,40.92459099580142
"18 Williams St 18 Williams St, Closter, NJ, 07624-1296",40.9765530149343,-73.9627229766747,"18 Williams St, Closter, New Jersey, 07624",97.14,-73.96272297667467,40.976553014934325,-73.96372297667467,40.97555301493433,-73.96172297667466,40.97755301493432
"108 Straube Center Blvd Ste I4A, Pennington, NJ, 08534-1421",40.3315693876537,-74.7957997987741,"108 Straube Center Blvd, Pennington, New Jersey, 08534",100,-74.79579979877407,40.33156938765368,-74.79679979877407,40.33056938765368,-74.79479979877406,40.33256938765368
"330 E Commerce St Ste 444, Bridgeton, NJ, 08302-2615",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"90 park ave apt 428, florham Park, NJ, 07932",40.7775359976932,-74.4218109615249,"90 Park Ave, Ste 428, Florham Park, New Jersey, 07932",100,-74.42181096152487,40.77753599769321,-74.42281096152487,40.77653599769321,-74.42081096152486,40.7785359976932
"16 Mill St, Newton, NJ, 07860-1437",41.059993980946,-74.7542290271978,"16 Mill St, Newton, New Jersey, 07860",100,-74.75422902719781,41.05999398094602,-74.75522902719781,41.05899398094602,-74.7532290271978,41.060993980946016
"1470 GLASSBORO RD, DEPTFORD, NJ, 08096",39.7976869902563,-75.1422709949046,"1470 Glassboro Rd, Wenonah, New Jersey, 08090",99.49,-75.14227099490458,39.79768699025627,-75.14327099490458,39.79668699025627,-75.14127099490457,39.798686990256265
"330 E Commerce St Suite 97, Bridgeton, NJ, 08302",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"1 POTTERSVILLE ROAD, Gladstone, NJ, 07934-2017",40.7209519905601,-74.6675680273527,"1 Pottersville Rd, Gladstone, New Jersey, 07934",100,-74.66756802735271,40.72095199056014,-74.66856802735272,40.71995199056014,-74.66656802735271,40.721951990560136
"17 Scotland Rd, South Orange, NJ, 07079-2016",40.7463695321123,-74.2575487262157,"17 Scotland Rd, South Orange, New Jersey, 07079",100,-74.2575487262157,40.7463695321123,-74.25854872621571,40.7453695321123,-74.2565487262157,40.747369532112295
"330 E Commerce St Ste 35, Bridgeton, NJ, 08302",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"773 Main St, Newport, NJ, 08345-2211",39.3073765362456,-75.1666566422328,"773 Main St, Newport, New Jersey, 08345",100,-75.16665664223275,39.30737653624555,-75.16765664223276,39.30637653624556,-75.16565664223275,39.308376536245554
"337 Carriage Drive337 Carriage Drive, Mount Royal, NJ, 08061",39.7893759979817,-75.1983699832104,"337 Carriage Dr, Mount Royal, New Jersey, 08061",96.23,-75.1983699832104,39.78937599798169,-75.1993699832104,39.788375997981696,-75.1973699832104,39.79037599798169
"337 Carriage Dr, Mount Royal, NJ, 08061-1109",39.7893759979817,-75.1983699832104,"337 Carriage Dr, Mount Royal, New Jersey, 08061",100,-75.1983699832104,39.78937599798169,-75.1993699832104,39.788375997981696,-75.1973699832104,39.79037599798169
"700 Grand Ave, Ridgefield, NJ, 07657-1500",40.8394759990459,-74.0071240132708,"700 Grand Ave, Ridgefield, New Jersey, 07657",100,-74.00712401327077,40.839475999045874,-74.00812401327077,40.83847599904587,-74.00612401327076,40.84047599904587
"26 AVENUE AT PORT IMPERIAL #135, WEST NEW YORK, NJ, 07093",40.780121018542,-74.0083360364699,"26 Ave at Port Imperial, Apt 135, West New York, New Jersey, 07093",100,-74.00833603646994,40.78012101854205,-74.00933603646995,40.77912101854205,-74.00733603646994,40.781121018542045
"276 ROUTE 23, FRANKLIN, NJ, 07416",41.1185036237294,-74.5803866304459,"276 RT-23, Franklin, New Jersey, 07416",100,-74.58038663044589,41.11850362372942,-74.58138663044589,41.11750362372942,-74.57938663044588,41.119503623729415
"216 Boulevard, Passaic, NJ, 07055-3704",40.8553170812443,-74.1317908937132,"216 Boulevard, Passaic, New Jersey, 07055",100,-74.1317908937132,40.85531708124432,-74.1327908937132,40.854317081244325,-74.1307908937132,40.85631708124432
"1535 PENNINGTON RD, EWING, NJ, 08618-1301",40.2513049870037,-74.7771719725696,"1535 Pennington Rd, Trenton, New Jersey, 08618",100,-74.77717197256962,40.25130498700369,-74.77817197256962,40.250304987003695,-74.77617197256961,40.25230498700369
"561 Bloomfield Ave, Verona, NJ, 07044-1818",40.8316074806366,-74.2454627720092,"561 Bloomfield Ave, Verona, New Jersey, 07044",100,-74.24546277200925,40.83160748063661,-74.24646277200925,40.830607480636615,-74.24446277200924,40.83260748063661
"55 oak hill rd, midland park, NJ, 07432",41.0028710174388,-74.1416010047037,"55 Oakhill Rd, Midland Park, New Jersey, 07432",100,-74.14160100470372,41.00287101743877,-74.14260100470372,41.001871017438766,-74.14060100470371,41.00387101743876
"330 east commerce st, Bridgeton, NJ, 08302",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"603 Boulevard, KENILWORTH, NJ, 07033-1639",40.6764996172559,-74.2885134332436,"603 Boulevard, Kenilworth, New Jersey, 07033",100,-74.28851343324361,40.67649961725595,-74.28951343324361,40.67549961725595,-74.2875134332436,40.67749961725595
"35-02 High St, Fair Lawn, NJ, 07410-5219",40.9444330171423,-74.1101989588282,"35-02 High St, Fair Lawn, New Jersey, 07410",100,-74.1101989588282,40.94443301714233,-74.11119895882821,40.94343301714233,-74.1091989588282,40.94543301714233
"30 BEAVER RUN ROAD, HAMBURG, NJ, 07419",41.15519500857,-74.5966039852223,"30 Beaver Run Rd, Hamburg, New Jersey, 07419",100,-74.59660398522234,41.15519500856996,-74.59760398522235,41.15419500856997,-74.59560398522234,41.15619500856996
"5 Ridge Rd, Lyndhurst, NJ, 07071-1201",40.815975992389,-74.1135789612837,"5 Ridge Rd, Lyndhurst, New Jersey, 07071",100,-74.11357896128371,40.81597599238901,-74.11457896128371,40.814975992389016,-74.1125789612837,40.81697599238901
"117B Carteret Ave, Seaside Heights, NJ, 08751-1808",39.9468298328544,-74.0735987054342,"117B Carteret Ave, Seaside Heights, New Jersey, 08751",100,-74.07359870543418,39.946829832854355,-74.07459870543418,39.94582983285436,-74.07259870543417,39.94782983285435
"208 Glenridge Avenue, Montclair, NJ, 07042",40.8135785888733,-74.21585537833,"208 Glenridge Ave, Montclair, New Jersey, 07042",100,-74.21585537832996,40.81357858887333,-74.21685537832997,40.81257858887333,-74.21485537832996,40.81457858887333
"330 E Commerce St., Bridgeton, NJ, 08302",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"5 RIDGE RD, LYNDHURST, NJ, 07071",40.815975992389,-74.1135789612837,"5 Ridge Rd, Lyndhurst, New Jersey, 07071",100,-74.11357896128371,40.81597599238901,-74.11457896128371,40.814975992389016,-74.1125789612837,40.81697599238901
"330 E Commerce St Ste 174, BRIDGETON, NJ, 08302-2615",39.4269669798328,-75.2245210182036,"330 E Commerce St, Bridgeton, New Jersey, 08302",100,-75.22452101820359,39.42696697983283,-75.2255210182036,39.42596697983283,-75.22352101820358,39.427966979832824
"101 Spirit Bear Rd, Toms River, NJ, 08755-1529",40.0359300151635,-74.2210720080049,"101 Spirit Bear Rd, Toms River, New Jersey, 08755",100,-74.22107200800491,40.03593001516347,-74.22207200800491,40.034930015163475,-74.2200720080049,40.03693001516347
"101 SPIRIT BEAR ROAD, Toms River, NJ, 08755-1529",40.0359300151635,-74.2210720080049,"101 Spirit Bear Rd, Toms River, New Jersey, 08755",100,-74.22107200800491,40.03593001516347,-74.22207200800491,40.034930015163475,-74.2200720080049,40.03693001516347
"322 EAST PALISADE BLVD PALISADES PK NJ, PALISADES PK, NJ, 07650",40.8446089927315,-73.9879899723399,"322 E Palisades Blvd, Palisades Park, New Jersey, 07650",97.92,-73.98798997233993,40.84460899273148,-73.98898997233994,40.84360899273148,-73.98698997233993,40.84560899273148
"32-40 NORTH DEAN STREET, ENGLEWOOD, NJ, 07626",40.8949129846389,-73.9740740014119,"32-40 N Dean St, Englewood, New Jersey, 07631",98.57,-73.97407400141194,40.89491298463889,-73.97507400141194,40.893912984638895,-73.97307400141193,40.89591298463889
"487 Fairlawn Pkwy Saddle Brook Nj 07663, Saddle Brook, NJ, 07663-5063",40.9164371980686,-74.0996888609498,"487 Fairlawn Pkwy, Saddle Brook, New Jersey, 07663",100,-74.09968886094981,40.916437198068635,-74.10068886094982,40.91543719806864,-74.0986888609498,40.91743719806863
"7 Tonnelle Avenue, Jersey City, NJ, 07306",40.7305267115465,-74.067142536966,"7 Tonnelle Ave, Jersey City, New Jersey, 07306",100,-74.06714253696603,40.730526711546545,-74.06814253696604,40.72952671154655,-74.06614253696603,40.73152671154654
"1200 Washington Street 5A, Hoboken, NJ, 07030-5403",40.7513290134963,-74.0269580269358,"1200 Washington St, Apt 5A, Hoboken, New Jersey, 07030",100,-74.02695802693579,40.75132901349633,-74.02795802693579,40.750329013496334,-74.02595802693578,40.75232901349633
"7 PLAINSBORO ROAD, PLAINSBORO, NJ, 08536-1913",40.3395241624838,-74.6270545752836,"7 Plainsboro Rd, Plainsboro, New Jersey, 08536",100,-74.62705457528358,40.33952416248384,-74.62805457528358,40.33852416248384,-74.62605457528358,40.34052416248384
"1059 RARITAN ROAD, CLARK, NJ, 07066",40.6274817016499,-74.3152665768915,"1059 Raritan Rd, Clark, New Jersey, 07066",100,-74.3152665768915,40.62748170164995,-74.31626657689151,40.62648170164995,-74.3142665768915,40.628481701649946
"1010 Boulevard, Seaside Heights, NJ, 08751-2130",39.9443730199451,-74.0728099709716,"1010 Boulevard, Seaside Heights, New Jersey, 08751",100,-74.07280997097158,39.94437301994506,-74.07380997097158,39.943373019945064,-74.07180997097157,39.94537301994506
"665 1/2 Branch Ave, Little Silver, NJ, 07739",40.3279482952786,-74.0422494992482,"665 1/2 Branch Ave, Little Silver, New Jersey, 07739",100,-74.04224949924819,40.327948295278595,-74.04324949924819,40.3269482952786,-74.04124949924818,40.32894829527859
"220 Chambers Bridge Rd, Brick, NJ, 08723-2888",40.0678410101998,-74.1474110047088,"220 Chambers Bridge Rd, Brick, New Jersey, 08723",100,-74.1474110047088,40.0678410101998,-74.1484110047088,40.0668410101998,-74.1464110047088,40.0688410101998
"40-05 Broadway Apt A, Fair Lawn, NJ, 07410-5554",40.9263751487153,-74.0976550530482,"40-05 Broadway, Fair Lawn, New Jersey, 07410",100,-74.09765505304824,40.92637514871531,-74.09865505304825,40.92537514871531,-74.09665505304824,40.927375148715306
"502 11th St, Ocean City, NJ, 08226-3324",39.276027948687,-74.5784809494615,"502 E 11th St, Ocean City, New Jersey, 08226",99.55,-74.57848094946145,39.276027948686995,-74.57948094946146,39.275027948687,-74.57748094946145,39.27702794868699
"219 Newman Springs Road, Shrewsbury, NJ, 07702",40.3373049219191,-74.0739973525648,"219 Newman Springs Rd E, Shrewsbury, New Jersey, 07702",99.55,-74.07399735256485,40.33730492191906,-74.07499735256485,40.336304921919066,-74.07299735256484,40.33830492191906
"27 Bridle Path, Bayville, NJ, 08721-2196",39.9082349892279,-74.165609038512,"27 Bridle Path, Bayville, New Jersey, 08721",100,-74.165609038512045,39.90823498922785,-74.16660903851205,39.90723498922785,-74.16460903851204,39.90923498922785
"35-02 high st, Fairlawn, NJ, 07410",40.9444330171423,-74.1101989588282,"35-02 High St, Fair Lawn, New Jersey, 07410",100,-74.1101989588282,40.94443301714233,-74.11119895882821,40.94343301714233,-74.1091989588282,40.94543301714233
"212 Lacey Road, FORKED RIVER, NJ, 08731",39.8446469799823,-74.1935790303133,"212 Lacey Rd, Forked River, New Jersey, 08731",100,-74.19357903031333,39.84464697998234,-74.194579030313335,39.843646979982346,-74.19257903031333,39.84564697998234
"243 White Horse Pike N, Lawnside, NJ, 08045-1131",39.8690303751119,-75.0416499088223,"243 White Horse Pike N, Lawnside, New Jersey, 08045",100,-75.04164990882231,39.86903037511191,-75.04264990882231,39.868030375111914,-75.0406499088223,39.87003037511191
"194 William Dalton Dr., Glassboro, NJ, 08028",39.7201627623962,-75.1081679784775,"194 William L Dalton Dr, Glassboro, New Jersey, 08028",99.84,-75.10816797847747,39.720162762396235,-75.10916797847747,39.71916276239624,-75.10716797847746,39.72116276239623
"370 Saint Georges Ave, Rahway, NJ, 07065-2840",40.5971879933948,-74.2907490089027,"370 Saint Georges Ave, Rahway, New Jersey, 07065",100,-74.2907490089027,40.597187993394755,-74.2917490089027,40.59618799339476,-74.28974900890269,40.59818799339475
"732 Ave E Suite 405, Bayonne, NJ, 07002",40.6790869825888,-74.1017800076407,"732 Avenue E, Apt 405, Bayonne, New Jersey, 07002",100,-74.10178000764073,40.679086982588785,-74.10278000764073,40.67808698258879,-74.10078000764072,40.68008698258878
"12-41 Orchard St, Fair Lawn, NJ, 07410-2212",40.9344409922764,-74.1250200076611,"12-41 Orchard St, Fair Lawn, New Jersey, 07410",100,-74.12502000766109,40.93444099227639,-74.1260200076611,40.933440992276395,-74.12402000766109,40.93544099227639
"8-47 Cedar St,2, Fair Lawn, NJ, 07410",40.9419570029443,-74.1367310351397,"8-47 Cedar St, Fair Lawn, New Jersey, 07410",98.87,-74.13673103513975,40.94195700294429,-74.13773103513975,40.940957002944295,-74.13573103513974,40.94295700294429
"8-47 Cedar St # 2, Fair Lawn, NJ, 07410-1503",40.9419570029443,-74.1367310351397,"8-47 Cedar St, Fair Lawn, New Jersey, 07410",100,-74.13673103513975,40.94195700294429,-74.13773103513975,40.940957002944295,-74.13573103513974,40.94295700294429
"16 Summerbell Ln, Lincoln Park, NJ, 07035-1125",40.9215349987715,-74.2988379645622,"16 Summerbell Ln, Lincoln Park, New Jersey, 07035",100,-74.29883796456215,40.921534998771506,-74.29983796456216,40.92053499877151,-74.29783796456215,40.9225349987715
"89-93 Teaneck Rd Apt B13, Ridgefield Park, NJ, 07660-2353",40.8459000153681,-74.0207760380678,"89-93 Teaneck Rd, Apt B13, Ridgefield Park, New Jersey, 07660",100,-74.02077603806778,40.84590001536807,-74.02177603806778,40.84490001536808,-74.01977603806777,40.84690001536807
"33 Point Pleasant, Hopatcong, NJ, 07849",40.9640930923263,-74.6340716307553,"33 Point Ln, Lake Hopatcong, New Jersey, 07849",94.1,-74.63407163075527,40.96409309232631,-74.63507163075528,40.96309309232631,-74.63307163075527,40.965093092326306
"661 S WHITE HORSE PIKE, HAMMONTON, NJ, 08037",39.6288560867439,-74.7718365426983,"661 S White Horse Pike, Hammonton, New Jersey, 08037",100,-74.7718365426983,39.62885608674394,-74.7728365426983,39.62785608674394,-74.77083654269829,39.629856086743935
"20 HEATHCOTE RD, KINGSTON, NJ, 08528",40.3735131531358,-74.6123140885442,"20 Heathcote Rd, Princeton, New Jersey, 08540",96.9,-74.61231408854422,40.37351315313578,-74.61331408854423,40.372513153135785,-74.61131408854422,40.37451315313578
"487 Fairlawn Pkwy, SADDLE BROOK, NJ, 07663",40.9164371980686,-74.0996888609498,"487 Fairlawn Pkwy, Saddle Brook, New Jersey, 07663",100,-74.09968886094981,40.916437198068635,-74.10068886094982,40.91543719806864,-74.0986888609498,40.91743719806863
"2 SAINT MICHAELS PL, CLIFTON, NJ, 07013",40.8615910721947,-74.1672115120259,"2 Saint Michaels Pl, Clifton, New Jersey, 07013",100,-74.16721151202587,40.8615910721947,-74.16821151202588,40.8605910721947,-74.16621151202587,40.8625910721947
"20 WEST GATE COURT, COLTS NECK, NJ, 07722",40.2922769870108,-74.2185420143504,"20 Westgate Ct, Colts Neck, New Jersey, 07722",100,-74.21854201435043,40.29227698701075,-74.21954201435044,40.291276987010754,-74.21754201435043,40.29327698701075
"196 US-46 West, Parsippany, NJ, 07054",40.8583927982587,-74.3543711348399,"196 US-46 W, Parsippany, New Jersey, 07054",100,-74.35437113483991,40.85839279825869,-74.35537113483991,40.85739279825869,-74.3533711348399,40.85939279825868
"206 WEST WEBSTER AVE, ROSELLE PARK, NJ, 07204",40.6652298005621,-74.2729797461405,"206 W Webster Ave, Roselle Park, New Jersey, 07204",100,-74.27297974614045,40.66522980056211,-74.27397974614045,40.66422980056212,-74.27197974614045,40.666229800562114
"440 Ridge Road, NORTH ARLINGTON, NJ, 07031-5347",40.7942860158134,-74.1286089709627,"440 Ridge Rd, North Arlington, New Jersey, 07031",100,-74.12860897096274,40.794286015813384,-74.12960897096275,40.793286015813386,-74.12760897096274,40.79528601581338
"100 Park Ave Apt 2308, Fort Lee, NJ, 07024-3834",40.8512280140311,-73.9670069673876,"100 Park Ave, Apt 2308, Fort Lee, New Jersey, 07024",100,-73.96700696738763,40.85122801403108,-73.96800696738764,40.85022801403108,-73.96600696738763,40.85222801403108
"691 bloomfield ave, montclair, NJ, 07042-2213",40.817847477546,-74.2225128805002,"691 Bloomfield Ave, Montclair, New Jersey, 07042",100,-74.22251288050025,40.817847477546046,-74.22351288050025,40.81684747754605,-74.22151288050024,40.81884747754604
